"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"IRX2",1.987983464165e-09,-3.85247224419118,0,0.373,5.89119019770657e-05,"IRX2"
"IRX5",1.987983464165e-09,-3.12149678605723,0,0.373,5.89119019770657e-05,"IRX5"
"MUC5B",1.987983464165e-09,-6.5400370366889,0,0.373,5.89119019770657e-05,"MUC5B"
"PLA2G10",1.987983464165e-09,-3.23392984719597,0,0.373,5.89119019770657e-05,"PLA2G10"
"PROM2",1.987983464165e-09,-3.44165102697784,0,0.373,5.89119019770657e-05,"PROM2"
"PRR15L",1.987983464165e-09,-4.050683151553,0,0.373,5.89119019770657e-05,"PRR15L"
"STK32A",1.987983464165e-09,-3.30036122111609,0,0.373,5.89119019770657e-05,"STK32A"
"FMNL2",2.05617726380668e-09,-3.93521753146098,0.12,0.593,6.09327570356472e-05,"FMNL2"
"GPC4",2.2302856455725e-09,-3.94710756907475,0.084,0.542,6.60922848208956e-05,"GPC4"
"TNC",2.23824441103969e-09,-5.1472883994637,0.06,0.492,6.63281348767502e-05,"TNC"
"CEP170B",2.28556335081146e-09,-2.82349252359048,0.06,0.508,6.77303843379469e-05,"CEP170B"
"NOL3",2.29952756348766e-09,-3.56562030854067,0.157,0.61,6.81441998163934e-05,"NOL3"
"MEX3D",2.42491171998779e-09,-3.18765667031284,0.072,0.508,7.1859833910118e-05,"MEX3D"
"CCL8",2.50732970582848e-09,-4.54623430172651,0.024,0.424,7.43022085025211e-05,"CCL8"
"EFNA5",2.65141113669063e-09,-3.88073014871388,0.06,0.492,7.85719176246901e-05,"EFNA5"
"WLS",2.75084156515119e-09,-3.28866856561254,0.096,0.542,8.15184389416904e-05,"WLS"
"ARHGAP29",2.8585775237253e-09,-3.60284002374238,0.036,0.458,8.47110863380755e-05,"ARHGAP29"
"GLIS2",2.9064704682767e-09,-2.94683828424262,0.024,0.424,8.61303458569119e-05,"GLIS2"
"FAM83H",2.99481349489856e-09,-2.84787213927832,0.072,0.525,8.8748303107824e-05,"FAM83H"
"C1orf53",2.99481349489856e-09,-3.20733015244283,0.084,0.508,8.8748303107824e-05,"C1orf53"
"ITGA3",3.1798602005374e-09,-3.75549637713693,0.157,0.644,9.42319771827252e-05,"ITGA3"
"PRSS23",3.19213110514557e-09,-4.01126162913802,0.145,0.627,9.45956131698839e-05,"PRSS23"
"IL1B",3.37679764296046e-09,-3.3934535338615,0.265,0.712,0.00010006802135149,"IL1B"
"HOMER3",3.40558742825958e-09,-3.27634621963888,0.108,0.576,0.000100921177849044,"HOMER3"
"TBC1D16",3.41238651736783e-09,-3.21812567902697,0.06,0.508,0.000101122662055678,"TBC1D16"
"CLIC6",3.62354007682709e-09,-3.48736039157293,0.024,0.424,0.000107379986636694,"CLIC6"
"MLPH",3.67796325061192e-09,-4.8141452275992,0.108,0.542,0.000108992762968634,"MLPH"
"HK2",3.6919479637514e-09,-3.82486265045575,0.181,0.627,0.000109407185957809,"HK2"
"NAALADL2",3.78976655336136e-09,-3.45661157000822,0.036,0.458,0.00011230594204231,"NAALADL2"
"NR2F2",3.78976655336136e-09,-2.51684666326902,0.036,0.458,0.00011230594204231,"NR2F2"
"TNS1",3.89578106837542e-09,-3.77625485773093,0.12,0.576,0.000115447576180237,"TNS1"
"NR2F1",3.89880573615868e-09,-3.59514192684992,0.024,0.424,0.000115537209185326,"NR2F1"
"TINAGL1",4.16946716103303e-09,-3.63219280455085,0.036,0.441,0.000123557989850053,"TINAGL1"
"C5orf38",4.31165061183385e-09,-4.08654784175986,0.012,0.39,0.000127771454231084,"C5orf38"
"MST1R",4.47971280977258e-09,-2.69159580320638,0.012,0.39,0.000132751809404801,"MST1R"
"TLR2",4.59487059490693e-09,-3.82685554141204,0.157,0.593,0.000136164395209472,"TLR2"
